unique_id,ds,cutoff,NBEATS,NHITS,y
hotel_133,2023-04-29,2023-04-07,0.9920566,0.9946465,1.0
hotel_133,2023-04-30,2023-04-07,0.8964464,0.91430783,0.6557377049180327
hotel_133,2023-05-01,2023-04-07,0.90126854,0.8928615,0.639344262295082
hotel_133,2023-05-02,2023-04-07,0.9290503,0.90471756,0.7704918032786885
hotel_133,2023-05-03,2023-04-07,0.9204424,0.9338692,0.8032786885245902
hotel_133,2023-05-04,2023-04-07,0.9400925,0.9594242,1.0
hotel_133,2023-05-05,2023-04-07,0.99702835,1.0001836,1.0
hotel_133,2023-05-06,2023-05-05,0.96751416,0.93111646,0.9016393442622951
hotel_133,2023-05-07,2023-05-05,0.7608494,0.79656136,0.7540983606557377
hotel_133,2023-05-08,2023-05-05,0.81391335,0.799454,0.7704918032786885
hotel_133,2023-05-09,2023-05-05,0.89005625,0.85778934,0.8524590163934426
hotel_133,2023-05-10,2023-05-05,0.8988415,0.9118337,0.8524590163934426
hotel_133,2023-05-11,2023-05-05,0.94091904,0.95467985,0.8688524590163934
hotel_133,2023-05-12,2023-05-05,0.9891133,0.9815807,0.9836065573770492
hotel_133,2023-05-13,2023-05-05,0.95385563,0.8960796,1.0
hotel_133,2023-05-14,2023-05-05,0.790078,0.7781811,0.7540983606557377
hotel_133,2023-05-15,2023-05-05,0.8112602,0.79899,0.7049180327868853
hotel_133,2023-05-16,2023-05-05,0.8470662,0.86071265,0.7704918032786885
hotel_133,2023-05-17,2023-05-05,0.89361095,0.91519076,0.8688524590163934
hotel_133,2023-05-18,2023-05-05,0.92810446,0.95676965,0.9344262295081968
hotel_133,2023-05-19,2023-05-05,0.98795056,0.98678863,0.9672131147540983
hotel_133,2023-05-20,2023-05-05,0.96563435,0.88368195,0.9016393442622951
hotel_133,2023-05-21,2023-05-05,0.78349006,0.7642915,0.8360655737704918
hotel_133,2023-05-22,2023-05-05,0.7868575,0.773963,0.9016393442622951
hotel_133,2023-05-23,2023-05-05,0.84358823,0.847354,0.9016393442622951
hotel_133,2023-05-24,2023-05-05,0.8939991,0.9072158,1.0
hotel_133,2023-05-25,2023-05-05,0.94896877,0.9547189,0.9672131147540983
hotel_133,2023-05-26,2023-05-05,1.008289,0.99339217,0.9836065573770492
hotel_133,2023-05-27,2023-05-05,0.97164243,0.9085653,1.0
hotel_133,2023-05-28,2023-05-05,0.7880753,0.7752658,0.9016393442622951
hotel_133,2023-05-29,2023-05-05,0.8201515,0.7902875,0.8524590163934426
hotel_133,2023-05-30,2023-05-05,0.86958355,0.8533886,0.8688524590163934
hotel_133,2023-05-31,2023-05-05,0.9076931,0.90755975,1.0
hotel_133,2023-06-01,2023-05-05,0.93797296,0.9574416,1.0
hotel_133,2023-06-02,2023-05-05,0.9917183,0.9938378,0.9836065573770492
hotel_14,2023-01-14,2023-01-13,0.76410854,0.7603596,0.839622641509434
hotel_14,2023-01-15,2023-01-13,0.6019547,0.6304755,0.8207547169811321
hotel_14,2023-01-16,2023-01-13,0.6424464,0.669101,0.7264150943396226
hotel_14,2023-01-17,2023-01-13,0.7264977,0.7370352,0.7830188679245284
hotel_14,2023-01-18,2023-01-13,0.7262539,0.7434709,0.8773584905660378
hotel_14,2023-01-19,2023-01-13,0.7385286,0.76551694,0.7452830188679245
hotel_14,2023-01-20,2023-01-13,0.74865115,0.8010369,0.6698113207547169
hotel_14,2023-01-21,2023-01-13,0.73435676,0.70740134,0.839622641509434
hotel_14,2023-01-22,2023-01-13,0.59764194,0.6087263,0.7358490566037735
hotel_14,2023-01-23,2023-01-13,0.6251499,0.6595991,0.6886792452830188
hotel_14,2023-01-24,2023-01-13,0.6782324,0.72494036,0.7830188679245284
hotel_14,2023-01-25,2023-01-13,0.71482986,0.73359025,0.7169811320754716
hotel_14,2023-01-26,2023-01-13,0.696917,0.75246304,0.8207547169811321
hotel_14,2023-01-27,2023-01-13,0.73203456,0.80021566,0.9056603773584906
hotel_14,2023-01-28,2023-01-13,0.7198199,0.6809357,0.9245283018867925
hotel_14,2023-01-29,2023-01-13,0.5815737,0.59125924,0.6037735849056604
hotel_14,2023-01-30,2023-01-13,0.62082356,0.6409241,0.7735849056603774
hotel_14,2023-01-31,2023-01-13,0.6801115,0.7129002,0.7452830188679245
hotel_14,2023-02-01,2023-01-13,0.7211857,0.7316745,0.8207547169811321
hotel_14,2023-02-02,2023-01-13,0.7189044,0.7562937,0.7735849056603774
hotel_14,2023-02-03,2023-01-13,0.74951094,0.79691267,0.8113207547169812
hotel_14,2023-02-04,2023-01-13,0.7399622,0.7081066,0.8584905660377359
hotel_14,2023-02-05,2023-01-13,0.5877347,0.6052196,0.4528301886792453
hotel_14,2023-02-06,2023-01-13,0.643728,0.6575277,0.6886792452830188
hotel_14,2023-02-07,2023-01-13,0.70960885,0.71908057,0.7830188679245284
hotel_14,2023-02-08,2023-01-13,0.7436258,0.7297389,0.7641509433962265
hotel_14,2023-02-09,2023-01-13,0.7191998,0.75657094,0.8962264150943396
hotel_14,2023-02-10,2023-01-13,0.7422517,0.8011256,0.7547169811320755
hotel_14,2023-02-11,2023-02-10,0.80590683,0.75298595,0.7830188679245284
hotel_14,2023-02-12,2023-02-10,0.6755287,0.6903764,0.4716981132075472
hotel_14,2023-02-13,2023-02-10,0.7019053,0.69698423,0.660377358490566
hotel_14,2023-02-14,2023-02-10,0.78711504,0.7509238,0.8301886792452831
hotel_14,2023-02-15,2023-02-10,0.7940274,0.80305886,0.9245283018867925
hotel_14,2023-02-16,2023-02-10,0.77943027,0.81067693,0.9433962264150944
hotel_14,2023-02-17,2023-02-10,0.7921355,0.78551877,0.9716981132075472
hotel_14,2023-02-18,2023-02-10,0.8307001,0.75821227,0.9433962264150944
hotel_14,2023-02-19,2023-02-10,0.6996134,0.699538,0.8962264150943396
hotel_14,2023-02-20,2023-02-10,0.7087885,0.6967758,0.9339622641509434
hotel_14,2023-02-21,2023-02-10,0.77874285,0.75860405,0.9339622641509434
hotel_14,2023-02-22,2023-02-10,0.7861996,0.7968529,0.9905660377358491
hotel_14,2023-02-23,2023-02-10,0.7522696,0.7943769,0.9056603773584906
hotel_14,2023-02-24,2023-02-10,0.7929438,0.78559947,0.8962264150943396
hotel_14,2023-02-25,2023-02-10,0.8204926,0.7552786,0.8773584905660378
hotel_14,2023-02-26,2023-02-10,0.6792722,0.69018805,0.6886792452830188
hotel_14,2023-02-27,2023-02-10,0.70588577,0.6860993,0.7830188679245284
hotel_14,2023-02-28,2023-02-10,0.76078624,0.7384388,0.7452830188679245
hotel_14,2023-03-01,2023-02-10,0.7978987,0.79522294,0.7830188679245284
hotel_14,2023-03-02,2023-02-10,0.74821925,0.7995288,0.660377358490566
hotel_14,2023-03-03,2023-02-10,0.797352,0.78663236,0.8490566037735849
hotel_14,2023-03-04,2023-02-10,0.81868416,0.75951296,0.8584905660377359
hotel_14,2023-03-05,2023-02-10,0.66955054,0.6934089,0.4528301886792453
hotel_14,2023-03-06,2023-02-10,0.6923138,0.70192796,0.6509433962264151
hotel_14,2023-03-07,2023-02-10,0.7889541,0.7444641,0.7547169811320755
hotel_14,2023-03-08,2023-02-10,0.78334695,0.7867961,0.7830188679245284
hotel_14,2023-03-09,2023-02-10,0.75604624,0.7980848,0.7830188679245284
hotel_14,2023-03-10,2023-02-10,0.77308154,0.7897679,0.8867924528301887
hotel_14,2023-03-11,2023-03-10,0.9104932,0.84856784,0.8584905660377359
hotel_14,2023-03-12,2023-03-10,0.71388555,0.7217678,0.7169811320754716
hotel_14,2023-03-13,2023-03-10,0.795524,0.73799145,0.7547169811320755
hotel_14,2023-03-14,2023-03-10,0.8718816,0.80088997,0.7641509433962265
hotel_14,2023-03-15,2023-03-10,0.8532198,0.831144,0.8018867924528302
hotel_14,2023-03-16,2023-03-10,0.8456511,0.859032,0.8113207547169812
hotel_14,2023-03-17,2023-03-10,0.9014092,0.8842645,0.8867924528301887
hotel_14,2023-03-18,2023-03-10,0.89166546,0.8169537,0.8867924528301887
hotel_14,2023-03-19,2023-03-10,0.7012736,0.70910805,0.5377358490566038
hotel_14,2023-03-20,2023-03-10,0.7700949,0.73251975,0.5
hotel_14,2023-03-21,2023-03-10,0.831804,0.80209816,0.7264150943396226
hotel_14,2023-03-22,2023-03-10,0.86976826,0.8267038,0.6792452830188679
hotel_14,2023-03-23,2023-03-10,0.8369578,0.8520388,0.6981132075471698
hotel_14,2023-03-24,2023-03-10,0.9000698,0.8880888,0.8113207547169812
hotel_14,2023-03-25,2023-03-10,0.8909801,0.80101246,0.8113207547169812
hotel_14,2023-03-26,2023-03-10,0.70513153,0.69347477,0.49056603773584906
hotel_14,2023-03-27,2023-03-10,0.7607845,0.71262115,0.5283018867924528
hotel_14,2023-03-28,2023-03-10,0.8118761,0.7787964,0.7830188679245284
hotel_14,2023-03-29,2023-03-10,0.83801115,0.8260487,0.7547169811320755
hotel_14,2023-03-30,2023-03-10,0.8425674,0.8507408,0.5566037735849056
hotel_14,2023-03-31,2023-03-10,0.9060134,0.88404864,0.7075471698113207
hotel_14,2023-04-01,2023-03-10,0.9033391,0.8213599,0.8867924528301887
hotel_14,2023-04-02,2023-03-10,0.7029614,0.7035359,0.6037735849056604
hotel_14,2023-04-03,2023-03-10,0.77333856,0.72647524,0.6792452830188679
hotel_14,2023-04-04,2023-03-10,0.83777195,0.78223383,0.7830188679245284
hotel_14,2023-04-05,2023-03-10,0.8701549,0.8151045,0.8679245283018868
hotel_14,2023-04-06,2023-03-10,0.8455322,0.84872913,0.7264150943396226
hotel_14,2023-04-07,2023-03-10,0.89303696,0.8861577,0.7169811320754716
hotel_14,2023-04-08,2023-04-07,0.8054647,0.7262496,0.7452830188679245
hotel_14,2023-04-09,2023-04-07,0.5732519,0.6304096,0.5188679245283019
hotel_14,2023-04-10,2023-04-07,0.6547054,0.6461915,0.7735849056603774
hotel_14,2023-04-11,2023-04-07,0.7927161,0.7115191,0.8207547169811321
hotel_14,2023-04-12,2023-04-07,0.7513106,0.77326304,0.8113207547169812
hotel_14,2023-04-13,2023-04-07,0.6995773,0.77130836,0.7830188679245284
hotel_14,2023-04-14,2023-04-07,0.77547485,0.7526066,0.8773584905660378
hotel_14,2023-04-15,2023-04-07,0.83648765,0.7298934,0.8584905660377359
hotel_14,2023-04-16,2023-04-07,0.5850954,0.639002,0.5943396226415094
hotel_14,2023-04-17,2023-04-07,0.65464556,0.64657485,0.7547169811320755
hotel_14,2023-04-18,2023-04-07,0.7608546,0.7259315,0.8867924528301887
hotel_14,2023-04-19,2023-04-07,0.7714587,0.7733433,0.8773584905660378
hotel_14,2023-04-20,2023-04-07,0.7039255,0.7573617,0.7924528301886793
hotel_14,2023-04-21,2023-04-07,0.79936564,0.7609716,0.8584905660377359
hotel_14,2023-04-22,2023-04-07,0.83857113,0.7287141,0.8113207547169812
hotel_14,2023-04-23,2023-04-07,0.58407104,0.63696265,0.6132075471698113
hotel_14,2023-04-24,2023-04-07,0.641943,0.63831735,0.6981132075471698
hotel_14,2023-04-25,2023-04-07,0.73894924,0.709868,0.7641509433962265
hotel_14,2023-04-26,2023-04-07,0.76400596,0.7693119,0.8207547169811321
hotel_14,2023-04-27,2023-04-07,0.70695734,0.75874525,0.7452830188679245
hotel_14,2023-04-28,2023-04-07,0.7787691,0.7640432,0.8490566037735849
hotel_14,2023-04-29,2023-04-07,0.82484114,0.7384013,0.9056603773584906
hotel_14,2023-04-30,2023-04-07,0.59049046,0.6452691,0.8490566037735849
hotel_14,2023-05-01,2023-04-07,0.6663698,0.66178036,0.7169811320754716
hotel_14,2023-05-02,2023-04-07,0.79047674,0.71137905,0.7358490566037735
hotel_14,2023-05-03,2023-04-07,0.7837132,0.76133984,0.839622641509434
hotel_14,2023-05-04,2023-04-07,0.72265905,0.75999403,0.6886792452830188
hotel_14,2023-05-05,2023-04-07,0.78538734,0.7671018,0.8962264150943396
hotel_14,2023-05-06,2023-05-05,0.9067455,0.8812207,0.8490566037735849
hotel_14,2023-05-07,2023-05-05,0.7235921,0.76070493,0.5
hotel_14,2023-05-08,2023-05-05,0.78746986,0.7661297,0.7452830188679245
hotel_14,2023-05-09,2023-05-05,0.8784089,0.82916003,0.8207547169811321
hotel_14,2023-05-10,2023-05-05,0.8502394,0.8583157,0.7641509433962265
hotel_14,2023-05-11,2023-05-05,0.83188045,0.85352254,0.8113207547169812
hotel_14,2023-05-12,2023-05-05,0.87614125,0.8659628,0.8018867924528302
hotel_14,2023-05-13,2023-05-05,0.9037385,0.84310097,0.6981132075471698
hotel_14,2023-05-14,2023-05-05,0.7305526,0.739388,0.4056603773584906
hotel_14,2023-05-15,2023-05-05,0.75984824,0.7452764,0.6792452830188679
hotel_14,2023-05-16,2023-05-05,0.8390886,0.82658273,0.6698113207547169
hotel_14,2023-05-17,2023-05-05,0.8505215,0.84845525,0.6981132075471698
hotel_14,2023-05-18,2023-05-05,0.81003004,0.84258544,0.7075471698113207
hotel_14,2023-05-19,2023-05-05,0.8808957,0.87566155,0.8018867924528302
hotel_14,2023-05-20,2023-05-05,0.905451,0.8297819,0.7735849056603774
hotel_14,2023-05-21,2023-05-05,0.71933806,0.7243031,0.49056603773584906
hotel_14,2023-05-22,2023-05-05,0.7465258,0.7326191,0.4716981132075472
hotel_14,2023-05-23,2023-05-05,0.82827836,0.80019635,0.5849056603773585
hotel_14,2023-05-24,2023-05-05,0.8440785,0.84799266,0.5566037735849056
hotel_14,2023-05-25,2023-05-05,0.8356517,0.8355349,0.4716981132075472
hotel_14,2023-05-26,2023-05-05,0.8815951,0.8711334,0.5660377358490566
hotel_14,2023-05-27,2023-05-05,0.8985949,0.8497143,0.6981132075471698
hotel_14,2023-05-28,2023-05-05,0.72771317,0.7346407,0.4811320754716981
hotel_14,2023-05-29,2023-05-05,0.77282697,0.7470937,0.37735849056603776
hotel_14,2023-05-30,2023-05-05,0.85704184,0.80551195,0.49056603773584906
hotel_14,2023-05-31,2023-05-05,0.86487776,0.8404113,0.5471698113207547
hotel_14,2023-06-01,2023-05-05,0.82548994,0.84467393,0.5188679245283019
hotel_14,2023-06-02,2023-05-05,0.87868154,0.88153183,0.5660377358490566
hotel_21,2023-01-14,2023-01-13,0.83485013,0.87630427,0.9166666666666666
hotel_21,2023-01-15,2023-01-13,0.85117674,0.8807781,0.8935185185185185
hotel_21,2023-01-16,2023-01-13,0.9222881,0.88477707,0.9305555555555556
hotel_21,2023-01-17,2023-01-13,0.94633985,0.92889357,0.9861111111111112
hotel_21,2023-01-18,2023-01-13,0.961478,0.9977429,0.9953703703703703
hotel_21,2023-01-19,2023-01-13,0.95905447,0.9788531,0.9953703703703703
hotel_21,2023-01-20,2023-01-13,0.9404506,0.90910614,0.9907407407407407
hotel_21,2023-01-21,2023-01-13,0.91171277,0.9143571,0.8796296296296297
hotel_21,2023-01-22,2023-01-13,0.88291055,0.90234315,0.8611111111111112
hotel_21,2023-01-23,2023-01-13,0.9118599,0.89740735,0.9953703703703703
hotel_21,2023-01-24,2023-01-13,0.9616594,0.9403886,1.0
hotel_21,2023-01-25,2023-01-13,0.96450555,1.0011007,1.0
hotel_21,2023-01-26,2023-01-13,0.9867555,0.9764813,0.9861111111111112
hotel_21,2023-01-27,2023-01-13,0.9424038,0.915689,0.9768518518518519
hotel_21,2023-01-28,2023-01-13,0.93113035,0.9228459,0.9814814814814815
hotel_21,2023-01-29,2023-01-13,0.89047515,0.9210861,0.8564814814814815
hotel_21,2023-01-30,2023-01-13,0.92813265,0.90144724,0.9212962962962963
hotel_21,2023-01-31,2023-01-13,0.9527801,0.9381831,1.0
hotel_21,2023-02-01,2023-01-13,0.9591828,0.99017686,1.0
hotel_21,2023-02-02,2023-01-13,0.96122634,0.9837361,0.9351851851851852
hotel_21,2023-02-03,2023-01-13,0.93921155,0.9132058,0.9814814814814815
hotel_21,2023-02-04,2023-01-13,0.9251771,0.9126868,0.9675925925925926
hotel_21,2023-02-05,2023-01-13,0.890926,0.9169441,0.9305555555555556
hotel_21,2023-02-06,2023-01-13,0.92387,0.90509874,0.9907407407407407
hotel_21,2023-02-07,2023-01-13,0.94052756,0.93361,0.9953703703703703
hotel_21,2023-02-08,2023-01-13,0.953545,0.9977135,0.9953703703703703
hotel_21,2023-02-09,2023-01-13,0.9736519,0.9793442,1.0
hotel_21,2023-02-10,2023-01-13,0.9306588,0.90994406,0.9814814814814815
hotel_21,2023-02-11,2023-02-10,0.96220165,0.9719847,0.9953703703703703
hotel_21,2023-02-12,2023-02-10,0.95148456,0.9521592,0.9907407407407407
hotel_21,2023-02-13,2023-02-10,0.9938476,0.9797138,0.9953703703703703
hotel_21,2023-02-14,2023-02-10,1.0029336,0.9999368,0.9953703703703703
hotel_21,2023-02-15,2023-02-10,1.000541,1.0105217,0.9814814814814815
hotel_21,2023-02-16,2023-02-10,0.98928607,0.99452007,0.9768518518518519
hotel_21,2023-02-17,2023-02-10,0.9698981,0.9794173,0.9814814814814815
hotel_21,2023-02-18,2023-02-10,0.9486457,0.9492028,0.9814814814814815
hotel_21,2023-02-19,2023-02-10,0.93781585,0.938365,0.9722222222222222
hotel_21,2023-02-20,2023-02-10,0.96682835,0.9640772,0.9722222222222222
hotel_21,2023-02-21,2023-02-10,0.9946698,0.9936441,0.9953703703703703
hotel_21,2023-02-22,2023-02-10,0.99346375,0.99872047,0.9953703703703703
hotel_21,2023-02-23,2023-02-10,0.97679734,0.9874325,0.9722222222222222
hotel_21,2023-02-24,2023-02-10,0.9734447,0.9790864,1.0
hotel_21,2023-02-25,2023-02-10,0.9375251,0.94408697,0.9861111111111112
hotel_21,2023-02-26,2023-02-10,0.9372875,0.93837404,0.9444444444444444
hotel_21,2023-02-27,2023-02-10,0.97157276,0.9604333,0.9907407407407407
hotel_21,2023-02-28,2023-02-10,0.983158,0.989559,0.9953703703703703
hotel_21,2023-03-01,2023-02-10,0.9852917,0.9940459,0.9907407407407407
hotel_21,2023-03-02,2023-02-10,0.97899413,0.98968756,0.9814814814814815
hotel_21,2023-03-03,2023-02-10,0.9717582,0.9712841,0.9953703703703703
hotel_21,2023-03-04,2023-02-10,0.95034283,0.94211,0.9861111111111112
hotel_21,2023-03-05,2023-02-10,0.9345299,0.93862367,0.8842592592592593
hotel_21,2023-03-06,2023-02-10,0.9682647,0.96468115,0.9907407407407407
hotel_21,2023-03-07,2023-02-10,0.98509574,0.98839974,1.0
hotel_21,2023-03-08,2023-02-10,0.99214786,0.99288714,0.9953703703703703
hotel_21,2023-03-09,2023-02-10,0.9734815,0.99397403,1.0
hotel_21,2023-03-10,2023-02-10,0.96653235,0.97247916,0.9907407407407407
hotel_21,2023-03-11,2023-03-10,0.9775037,0.9846462,0.9953703703703703
hotel_21,2023-03-12,2023-03-10,0.9707925,0.9678676,1.0
hotel_21,2023-03-13,2023-03-10,1.0005211,0.9937614,1.0
hotel_21,2023-03-14,2023-03-10,1.0183274,1.0124823,1.0
hotel_21,2023-03-15,2023-03-10,1.0029832,1.018005,0.9953703703703703
hotel_21,2023-03-16,2023-03-10,0.98976547,1.0009685,0.9953703703703703
hotel_21,2023-03-17,2023-03-10,0.99283195,0.9895059,0.9675925925925926
hotel_21,2023-03-18,2023-03-10,0.9760545,0.9688661,1.0
hotel_21,2023-03-19,2023-03-10,0.96300286,0.957389,0.9768518518518519
hotel_21,2023-03-20,2023-03-10,0.98238385,0.9796837,0.9814814814814815
hotel_21,2023-03-21,2023-03-10,1.0150999,1.0073996,0.9861111111111112
hotel_21,2023-03-22,2023-03-10,0.99826074,1.0088502,1.0
hotel_21,2023-03-23,2023-03-10,0.9763645,0.9929917,0.9953703703703703
hotel_21,2023-03-24,2023-03-10,0.989331,0.9885744,0.9768518518518519
hotel_21,2023-03-25,2023-03-10,0.9626173,0.96039575,0.9907407407407407
hotel_21,2023-03-26,2023-03-10,0.95626545,0.95528334,0.9814814814814815
hotel_21,2023-03-27,2023-03-10,0.98430973,0.976207,0.9490740740740741
hotel_21,2023-03-28,2023-03-10,1.0024066,1.0022852,0.9537037037037037
hotel_21,2023-03-29,2023-03-10,0.9986132,1.0010251,0.9953703703703703
hotel_21,2023-03-30,2023-03-10,0.98047805,0.99274516,0.9907407407407407
hotel_21,2023-03-31,2023-03-10,0.9891523,0.9804214,0.9768518518518519
hotel_21,2023-04-01,2023-03-10,0.9701169,0.95963174,0.9907407407407407
hotel_21,2023-04-02,2023-03-10,0.9595026,0.9568777,0.9629629629629629
hotel_21,2023-04-03,2023-03-10,0.9839947,0.98152107,0.9907407407407407
hotel_21,2023-04-04,2023-03-10,1.0060792,1.0013093,0.9583333333333334
hotel_21,2023-04-05,2023-03-10,1.0011231,1.0022063,0.9907407407407407
hotel_21,2023-04-06,2023-03-10,0.9858715,1.0001969,0.9537037037037037
hotel_21,2023-04-07,2023-03-10,0.9879538,0.98274267,0.9675925925925926
hotel_21,2023-04-08,2023-04-07,0.9778622,0.9748847,0.9629629629629629
hotel_21,2023-04-09,2023-04-07,0.97846603,0.9745388,0.9583333333333334
hotel_21,2023-04-10,2023-04-07,0.9898989,0.98269147,0.8981481481481481
hotel_21,2023-04-11,2023-04-07,0.9935138,0.98656934,0.9814814814814815
hotel_21,2023-04-12,2023-04-07,0.9894494,0.9966272,0.9953703703703703
hotel_21,2023-04-13,2023-04-07,0.98202467,0.9865403,1.0
hotel_21,2023-04-14,2023-04-07,0.9839175,0.97449803,1.0
hotel_21,2023-04-15,2023-04-07,0.9832922,0.97282696,0.9953703703703703
hotel_21,2023-04-16,2023-04-07,0.9685953,0.96545964,1.0
hotel_21,2023-04-17,2023-04-07,0.97479486,0.97240967,0.9490740740740741
hotel_21,2023-04-18,2023-04-07,0.9884139,0.9838607,0.9768518518518519
hotel_21,2023-04-19,2023-04-07,0.99131227,0.98814154,0.9953703703703703
hotel_21,2023-04-20,2023-04-07,0.9758928,0.97827655,0.9907407407407407
hotel_21,2023-04-21,2023-04-07,0.97965115,0.97392374,0.8981481481481481
hotel_21,2023-04-22,2023-04-07,0.97175115,0.96515894,1.0
hotel_21,2023-04-23,2023-04-07,0.9690687,0.96549004,0.9120370370370371
hotel_21,2023-04-24,2023-04-07,0.9755955,0.9680273,0.9907407407407407
hotel_21,2023-04-25,2023-04-07,0.9834207,0.9795987,1.0
hotel_21,2023-04-26,2023-04-07,0.9862689,0.97977835,0.9814814814814815
hotel_21,2023-04-27,2023-04-07,0.9718668,0.9791167,0.9861111111111112
hotel_21,2023-04-28,2023-04-07,0.9739361,0.9662958,0.9907407407407407
hotel_21,2023-04-29,2023-04-07,0.9763049,0.9626179,0.9861111111111112
hotel_21,2023-04-30,2023-04-07,0.9754139,0.96512043,0.8055555555555556
hotel_21,2023-05-01,2023-04-07,0.97365576,0.9722466,0.8148148148148148
hotel_21,2023-05-02,2023-04-07,0.9792269,0.9762384,0.9166666666666666
hotel_21,2023-05-03,2023-04-07,0.9879099,0.98478687,0.9907407407407407
hotel_21,2023-05-04,2023-04-07,0.9787869,0.9800688,0.9814814814814815
hotel_21,2023-05-05,2023-04-07,0.971103,0.9676369,0.9953703703703703
hotel_21,2023-05-06,2023-05-05,0.99803793,0.9867154,0.9907407407407407
hotel_21,2023-05-07,2023-05-05,0.9679721,0.96711063,0.9166666666666666
hotel_21,2023-05-08,2023-05-05,0.9656347,0.96447825,0.8796296296296297
hotel_21,2023-05-09,2023-05-05,0.97862965,0.9797859,0.9166666666666666
hotel_21,2023-05-10,2023-05-05,1.000065,1.0031697,0.9768518518518519
hotel_21,2023-05-11,2023-05-05,0.9959307,0.9983808,0.9768518518518519
hotel_21,2023-05-12,2023-05-05,0.9917285,0.98516554,0.9953703703703703
hotel_21,2023-05-13,2023-05-05,0.9920072,0.9709479,0.9953703703703703
hotel_21,2023-05-14,2023-05-05,0.964251,0.9524555,0.8055555555555556
hotel_21,2023-05-15,2023-05-05,0.9515923,0.9500679,0.8194444444444444
hotel_21,2023-05-16,2023-05-05,0.9674078,0.9730969,1.0092592592592593
hotel_21,2023-05-17,2023-05-05,0.9998102,0.9959638,1.0092592592592593
hotel_21,2023-05-18,2023-05-05,0.9806275,0.99151874,1.0046296296296295
hotel_21,2023-05-19,2023-05-05,0.9798032,0.9811052,0.8842592592592593
hotel_21,2023-05-20,2023-05-05,0.98285663,0.96332055,1.0138888888888888
hotel_21,2023-05-21,2023-05-05,0.9503076,0.9465223,1.0
hotel_21,2023-05-22,2023-05-05,0.94174826,0.94219077,0.9537037037037037
hotel_21,2023-05-23,2023-05-05,0.9670999,0.9680245,0.9166666666666666
hotel_21,2023-05-24,2023-05-05,0.99273914,0.988649,0.9166666666666666
hotel_21,2023-05-25,2023-05-05,0.98403823,0.9916569,0.9259259259259259
hotel_21,2023-05-26,2023-05-05,0.9880644,0.98051614,0.9814814814814815
hotel_21,2023-05-27,2023-05-05,0.9886215,0.9628434,1.0092592592592593
hotel_21,2023-05-28,2023-05-05,0.9611465,0.94734436,1.0046296296296295
hotel_21,2023-05-29,2023-05-05,0.9468637,0.9484066,0.75
hotel_21,2023-05-30,2023-05-05,0.9695245,0.9649491,0.75
hotel_21,2023-05-31,2023-05-05,1.0062972,0.9915731,0.8981481481481481
hotel_21,2023-06-01,2023-05-05,0.9856332,0.99623483,0.9444444444444444
hotel_21,2023-06-02,2023-05-05,0.97677314,0.9813625,1.0
hotel_28,2023-01-14,2023-01-13,-0.001790423,0.00096450746,0.0
hotel_28,2023-01-15,2023-01-13,0.0017535854,1.0486692e-05,0.0
hotel_28,2023-01-16,2023-01-13,0.0078658685,0.0018455144,0.0
hotel_28,2023-01-17,2023-01-13,0.0020916462,0.0020046644,0.0
hotel_28,2023-01-18,2023-01-13,0.0011726767,0.0027513914,0.0
hotel_28,2023-01-19,2023-01-13,0.005357746,0.0013930313,0.0
hotel_28,2023-01-20,2023-01-13,-0.0021007434,-0.0016996898,0.0
hotel_28,2023-01-21,2023-01-13,0.0009539686,-0.001706522,0.0
hotel_28,2023-01-22,2023-01-13,0.0029993095,9.626523e-05,0.0
hotel_28,2023-01-23,2023-01-13,0.0005538943,0.0004244782,0.0
hotel_28,2023-01-24,2023-01-13,-0.0015819129,0.0004302822,0.0
hotel_28,2023-01-25,2023-01-13,-0.00016496796,0.0025379974,0.0
hotel_28,2023-01-26,2023-01-13,-0.00021149963,0.0008921572,0.0
hotel_28,2023-01-27,2023-01-13,-0.0018246593,-0.0009180559,0.0
hotel_28,2023-01-28,2023-01-13,-0.0010125935,-0.00025629252,0.0
hotel_28,2023-01-29,2023-01-13,-0.0011050636,0.00046858191,0.0
hotel_28,2023-01-30,2023-01-13,-0.00047739595,0.000426027,0.0
hotel_28,2023-01-31,2023-01-13,0.001090169,0.0009884816,0.0
hotel_28,2023-02-01,2023-01-13,0.0032861046,0.00082875416,0.0
hotel_28,2023-02-02,2023-01-13,0.0010119751,0.0016803415,0.0
hotel_28,2023-02-03,2023-01-13,-0.00122834,-0.00038888003,0.0
hotel_28,2023-02-04,2023-01-13,-1.0579824e-06,-0.0023028739,0.0
hotel_28,2023-02-05,2023-01-13,0.0006761402,-0.0025039036,0.0
hotel_28,2023-02-06,2023-01-13,0.0019553043,-0.002114188,0.0
hotel_28,2023-02-07,2023-01-13,0.006100461,-0.0035962164,0.0
hotel_28,2023-02-08,2023-01-13,0.004397452,-0.0013526902,0.0
hotel_28,2023-02-09,2023-01-13,0.0035874024,0.0015859716,0.0
hotel_28,2023-02-10,2023-01-13,-0.0016814545,0.0003101509,0.0
hotel_28,2023-02-11,2023-02-10,-0.0010373779,0.00077573955,0.0
hotel_28,2023-02-12,2023-02-10,0.0017216429,-0.0003927797,0.0
hotel_28,2023-02-13,2023-02-10,0.0062727407,0.0014790129,0.0
hotel_28,2023-02-14,2023-02-10,0.0019525439,0.001799508,0.0
