unique_id,ds,cutoff,y,Naive,SeasonalNaive,AutoETS,AutoARIMA
hotel_14,2023-05-28,2023-05-05,0.4811320754716981,0.8962264150943396,0.8490566037735849,0.6461266607877674,0.7637389720576222
hotel_14,2023-05-29,2023-05-05,0.37735849056603776,0.8962264150943396,0.7169811320754716,0.7405642235807386,0.7392826488624196
hotel_14,2023-05-30,2023-05-05,0.49056603773584906,0.8962264150943396,0.7358490566037735,0.8247546292651876,0.7460455602890743
hotel_14,2023-05-31,2023-05-05,0.5471698113207547,0.8962264150943396,0.839622641509434,0.8491698015052493,0.7704154494591042
hotel_14,2023-06-01,2023-05-05,0.5188679245283019,0.8962264150943396,0.6886792452830188,0.802230316630909,0.7337638748804213
hotel_14,2023-06-02,2023-05-05,0.5660377358490566,0.8962264150943396,0.8962264150943396,0.8347587021484625,0.7833005185660172
hotel_21,2023-01-14,2023-01-13,0.9166666666666666,0.8287037037037037,0.9305555555555556,0.8473738845376133,0.8510829016499134
hotel_21,2023-01-15,2023-01-13,0.8935185185185185,0.8287037037037037,0.8333333333333334,0.7844567399836007,0.8651379537702263
hotel_21,2023-01-16,2023-01-13,0.9305555555555556,0.8287037037037037,0.9907407407407407,0.8223363513424118,0.8687798910558813
hotel_21,2023-01-17,2023-01-13,0.9861111111111112,0.8287037037037037,0.9907407407407407,0.8387064937350565,0.8851347486011233
hotel_21,2023-01-18,2023-01-13,0.9953703703703703,0.8287037037037037,0.9953703703703703,0.8664628413739709,0.8869019651929202
hotel_21,2023-01-19,2023-01-13,0.9953703703703703,0.8287037037037037,0.9861111111111112,0.8741528532600746,0.8914620728692808
hotel_21,2023-01-20,2023-01-13,0.9907407407407407,0.8287037037037037,0.8287037037037037,0.8364038846891142,0.8831874354410606
hotel_21,2023-01-21,2023-01-13,0.8796296296296297,0.8287037037037037,0.9305555555555556,0.8473738845376133,0.8798728368703397
hotel_21,2023-01-22,2023-01-13,0.8611111111111112,0.8287037037037037,0.8333333333333334,0.7844567399836007,0.8710926944693501
hotel_21,2023-01-23,2023-01-13,0.9953703703703703,0.8287037037037037,0.9907407407407407,0.8223363513424118,0.8932472347634531
hotel_21,2023-01-24,2023-01-13,1.0,0.8287037037037037,0.9907407407407407,0.8387064937350565,0.8963654488413493
hotel_21,2023-01-25,2023-01-13,1.0,0.8287037037037037,0.9953703703703703,0.8664628413739709,0.8985641002658602
hotel_21,2023-01-26,2023-01-13,0.9861111111111112,0.8287037037037037,0.9861111111111112,0.8741528532600746,0.8990550139372505
hotel_21,2023-01-27,2023-01-13,0.9768518518518519,0.8287037037037037,0.8287037037037037,0.8364038846891142,0.8791934019451555
hotel_21,2023-01-28,2023-01-13,0.9814814814814815,0.8287037037037037,0.9305555555555556,0.8473738845376133,0.8840055834329099
hotel_21,2023-01-29,2023-01-13,0.8564814814814815,0.8287037037037037,0.8333333333333334,0.7844567399836007,0.8878999819046867
hotel_21,2023-01-30,2023-01-13,0.9212962962962963,0.8287037037037037,0.9907407407407407,0.8223363513424118,0.8884178269926222
hotel_21,2023-01-31,2023-01-13,1.0,0.8287037037037037,0.9907407407407407,0.8387064937350565,0.8909819155299078
hotel_21,2023-02-01,2023-01-13,1.0,0.8287037037037037,0.9953703703703703,0.8664628413739709,0.8918892117743183
hotel_21,2023-02-02,2023-01-13,0.9351851851851852,0.8287037037037037,0.9861111111111112,0.8741528532600746,0.8933237457010172
hotel_21,2023-02-03,2023-01-13,0.9814814814814815,0.8287037037037037,0.8287037037037037,0.8364038846891142,0.8941887970121721
hotel_21,2023-02-04,2023-01-13,0.9675925925925926,0.8287037037037037,0.9305555555555556,0.8473738845376133,0.8950895772261381
hotel_21,2023-02-05,2023-01-13,0.9305555555555556,0.8287037037037037,0.8333333333333334,0.7844567399836007,0.8957631285698536
hotel_21,2023-02-06,2023-01-13,0.9907407407407407,0.8287037037037037,0.9907407407407407,0.8223363513424118,0.8963724712850019
hotel_21,2023-02-07,2023-01-13,0.9953703703703703,0.8287037037037037,0.9907407407407407,0.8387064937350565,0.8968651843941114
hotel_21,2023-02-08,2023-01-13,0.9953703703703703,0.8287037037037037,0.9953703703703703,0.8664628413739709,0.897290309880895
hotel_21,2023-02-09,2023-01-13,1.0,0.8287037037037037,0.9861111111111112,0.8741528532600746,0.8976434973887597
hotel_21,2023-02-10,2023-01-13,0.9814814814814815,0.8287037037037037,0.8287037037037037,0.8364038846891142,0.8979434220587619
