unique_id,cutoff,metric,NBEATS,NHITS
hotel_98,2023-02-10,bias,-0.21195454639704545,-0.2190199016426016
hotel_0,2023-03-10,bias,0.03469751880387574,0.014236202184275171
hotel_105,2023-03-10,bias,-0.02209965116197959,-0.06851689813379115
hotel_112,2023-03-10,bias,-0.0045751758984157054,-0.002598477261407039
hotel_126,2023-03-10,bias,-0.025960888393439557,-0.0434406082536527
hotel_133,2023-03-10,bias,-0.1522909365856117,-0.15041217476618093
hotel_14,2023-03-10,bias,0.10517888666805873,0.07540424850912428
hotel_21,2023-03-10,bias,0.0035199555297377332,0.0035961472956591895
hotel_28,2023-03-10,bias,1.704760694078038e-05,-0.0005782979374219265
hotel_35,2023-03-10,bias,-0.03152113514287131,-0.0229069037096841
hotel_42,2023-03-10,bias,0.055676425908982516,-0.03027403597251882
hotel_49,2023-03-10,bias,0.014881876962525483,0.0036971292325428356
hotel_56,2023-03-10,bias,0.009482099612553915,0.001882677702676682
hotel_63,2023-03-10,bias,0.01382046160243805,-0.02513445839995431
hotel_7,2023-03-10,bias,0.1412438235105665,0.13444717292205408
hotel_70,2023-03-10,bias,0.02324004915722629,-0.000837787799070358
hotel_77,2023-03-10,bias,0.0009099047497979232,0.0003145592054352164
hotel_84,2023-03-10,bias,0.032803802842617746,0.021640672440052744
hotel_91,2023-03-10,bias,-0.10880742833185732,-0.10708014107343665
hotel_98,2023-03-10,bias,0.10265693590388321,0.07519935646570773
hotel_0,2023-04-07,bias,0.28315050629291166,0.28430783265061693
hotel_105,2023-04-07,bias,0.02765887156329707,0.03801851219565398
hotel_112,2023-04-07,bias,0.003894173247473578,0.02027589040143149
hotel_126,2023-04-07,bias,0.023904559994938016,0.026323052516496505
hotel_133,2023-04-07,bias,0.06575999490969074,0.06397706671537225
hotel_14,2023-04-07,bias,-0.053759075761484025,-0.06396208177358316
hotel_21,2023-04-07,bias,0.01706036917431645,0.013204521287685983
hotel_28,2023-04-07,bias,0.001275840714307768,0.0003678945192535009
hotel_35,2023-04-07,bias,-0.07767398016793388,-0.05904624930449894
hotel_42,2023-04-07,bias,-0.0929572134692935,-0.0802816215917649
hotel_49,2023-04-07,bias,0.1068203040234238,0.09566908177738999
hotel_56,2023-04-07,bias,0.026626972499347874,0.02618664531480699
hotel_63,2023-04-07,bias,0.07166767724922726,0.1000731988464083
hotel_7,2023-04-07,bias,-0.09816581059703165,-0.06484803819154351
hotel_70,2023-04-07,bias,0.0537444364680981,0.032922908757115364
hotel_77,2023-04-07,bias,0.0009099047497979232,0.0003145592054352164
hotel_84,2023-04-07,bias,-0.02137621177256373,-0.07923477679653093
hotel_91,2023-04-07,bias,0.14292348720384448,0.19200868277928612
hotel_98,2023-04-07,bias,-0.028340594353763734,0.022532105136851565
hotel_0,2023-05-05,bias,0.03127318683755463,0.08400441982128004
hotel_105,2023-05-05,bias,-0.10912729110250792,-0.0993679054315735
hotel_112,2023-05-05,bias,-0.06532072041715896,-0.04296825485570092
hotel_126,2023-05-05,bias,0.004233948229115048,0.003510122195386584
hotel_133,2023-05-05,bias,-0.003256073252099443,-0.012331280621767585
hotel_14,2023-05-05,bias,0.20243312394361931,0.19050128520981
hotel_21,2023-05-05,bias,0.04035147449011526,0.0367209215170492
hotel_28,2023-05-05,bias,0.0009880958989794766,0.00016079504608309695
hotel_35,2023-05-05,bias,0.09098863388810839,0.09234899282455444
hotel_42,2023-05-05,bias,0.1757350477216008,0.19287010372340024
hotel_49,2023-05-05,bias,0.09685262040242656,0.08368130946672492
hotel_56,2023-05-05,bias,0.0884051037686212,0.08524043347154346
hotel_63,2023-05-05,bias,-0.07919364054051657,-0.06194867783122592
hotel_7,2023-05-05,bias,-0.0015146220393267395,0.013521773578567025
hotel_70,2023-05-05,bias,-0.08956752906093622,-0.08012923574014416
hotel_77,2023-05-05,bias,0.0009099047497979232,0.0003145592054352164
hotel_84,2023-05-05,bias,-0.04960971162481821,-0.05666865138829608
hotel_91,2023-05-05,bias,-0.13175557501147686,-0.06737918034793859
hotel_98,2023-05-05,bias,0.06595206537073658,0.09092874782082672
hotel_0,2023-01-13,mae,0.2213989552866004,0.18592686014253204
hotel_105,2023-01-13,mae,0.18005467778588885,0.18003349785374181
hotel_112,2023-01-13,mae,0.1534033366612026,0.13566323178155082
hotel_126,2023-01-13,mae,0.12978568176145777,0.13094126916128462
hotel_133,2023-01-13,mae,0.13940354611122635,0.16012899724186444
hotel_14,2023-01-13,mae,0.09377207215423534,0.0841180256836498
hotel_21,2023-01-13,mae,0.039617858078113924,0.04300222541920091
hotel_28,2023-01-13,mae,0.00207263625426484,0.001302799883498145
hotel_35,2023-01-13,mae,0.07823362946510315,0.07419976166316442
hotel_42,2023-01-13,mae,0.22709058591435588,0.24842837676104265
hotel_49,2023-01-13,mae,0.051299765854795044,0.05260495953982275
hotel_56,2023-01-13,mae,0.03416977382841564,0.04170805315176645
hotel_63,2023-01-13,mae,0.17928320865782482,0.1787632692900915
hotel_7,2023-01-13,mae,0.058185354370941064,0.04942439544015066
hotel_70,2023-01-13,mae,0.06497150234747352,0.047007549815533456
hotel_77,2023-01-13,mae,0.001893444319388696,0.0014182503634531582
hotel_84,2023-01-13,mae,0.23097221719426092,0.25712511197535404
hotel_91,2023-01-13,mae,0.12824885099887082,0.13593484992295932
hotel_98,2023-01-13,mae,0.16040936781926088,0.13222654088301591
hotel_0,2023-02-10,mae,0.10833806319842261,0.12296164227646281
hotel_105,2023-02-10,mae,0.09670146931588704,0.0917641418079803
hotel_112,2023-02-10,mae,0.09084708052022117,0.09835234582424165
hotel_126,2023-02-10,mae,0.11613409000665678,0.12835553706574318
hotel_133,2023-02-10,mae,0.15255690172349542,0.15410858092598392
hotel_14,2023-02-10,mae,0.09723475780287845,0.10617090560837257
hotel_21,2023-02-10,mae,0.01882150485402061,0.018894678385800147
hotel_28,2023-02-10,mae,0.001893444319388696,0.0014182503634531582
hotel_35,2023-02-10,mae,0.1948369507278715,0.20489695561783655
hotel_42,2023-02-10,mae,0.2565276275279551,0.2542293990852862
hotel_49,2023-02-10,mae,0.14479021033642817,0.13919257210406077
hotel_56,2023-02-10,mae,0.03581103157429468,0.03835390621707553
hotel_63,2023-02-10,mae,0.18567338688032967,0.17473656679902755
hotel_7,2023-02-10,mae,0.07630670833387951,0.08927244715576342
hotel_70,2023-02-10,mae,0.07900362747504298,0.07323979295061943
hotel_77,2023-02-10,mae,0.001893444319388696,0.0014182503634531582
hotel_84,2023-02-10,mae,0.23464608129833928,0.22754854752736933
hotel_91,2023-02-10,mae,0.12369929847231262,0.12546037240357497
hotel_98,2023-02-10,mae,0.21387809341610303,0.22103740474046102
hotel_0,2023-03-10,mae,0.07637424625101544,0.08108648623633848
hotel_105,2023-03-10,mae,0.11485173624855705,0.11549912820179402
hotel_112,2023-03-10,mae,0.09139276487486704,0.09052957722118923
hotel_126,2023-03-10,mae,0.0390798470634049,0.04479830403794738
hotel_133,2023-03-10,mae,0.1522909365856117,0.15041217476618093
hotel_14,2023-03-10,mae,0.10539999997840736,0.09201734555217457
hotel_21,2023-03-10,mae,0.01820932312932594,0.018369390141396293
hotel_28,2023-03-10,mae,0.0025199949608317443,0.002301102707029453
hotel_35,2023-03-10,mae,0.11188920267990657,0.11680097239358085
hotel_42,2023-03-10,mae,0.2442082787668381,0.23447465568677478
hotel_49,2023-03-10,mae,0.02261419616597782,0.012080739000701782
hotel_56,2023-03-10,mae,0.021825106087185086,0.022175832589467367
hotel_63,2023-03-10,mae,0.12016922269548688,0.12317915345941273
hotel_7,2023-03-10,mae,0.16189891881044657,0.16186365729961466
hotel_70,2023-03-10,mae,0.057723027609643485,0.04959555982348316
hotel_77,2023-03-10,mae,0.001893444319388696,0.0014182503634531582
hotel_84,2023-03-10,mae,0.12346945473950979,0.1308009345388271
hotel_91,2023-03-10,mae,0.1477286968481866,0.13997530614296466
hotel_98,2023-03-10,mae,0.12083610521483532,0.10334464466448204
hotel_0,2023-04-07,mae,0.28315050629291166,0.2857729473021506
hotel_105,2023-04-07,mae,0.0880450398827713,0.09118735766153772
hotel_112,2023-04-07,mae,0.07495502403804233,0.07593794422490255
hotel_126,2023-04-07,mae,0.032338974892448545,0.030166304800139952
hotel_133,2023-04-07,mae,0.0897442610886393,0.08747803288963417
hotel_14,2023-04-07,mae,0.07021789790967084,0.08287181036491602
hotel_21,2023-04-07,mae,0.033702447852760394,0.03359238196302343
hotel_28,2023-04-07,mae,0.001968044288722532,0.0013889703134606992
hotel_35,2023-04-07,mae,0.1132718026638031,0.11119189219815391
hotel_42,2023-04-07,mae,0.21836497732467772,0.222197825980021
hotel_49,2023-04-07,mae,0.1068203040234238,0.09566908177738999
hotel_56,2023-04-07,mae,0.035629509034610936,0.040152416910444
hotel_63,2023-04-07,mae,0.13405794148407285,0.15486442737163061
hotel_7,2023-04-07,mae,0.166642176277724,0.16164043367865918
hotel_70,2023-04-07,mae,0.0771137211555825,0.07433302033888665
hotel_77,2023-04-07,mae,0.001893444319388696,0.0014182503634531582
hotel_84,2023-04-07,mae,0.11534255889607607,0.1381680701357035
hotel_91,2023-04-07,mae,0.1828079449661662,0.20785899627744484
hotel_98,2023-04-07,mae,0.07574052494105107,0.09620257415529769
hotel_0,2023-05-05,mae,0.14112862277072993,0.1556815473490922
hotel_105,2023-05-05,mae,0.11529964406749524,0.11335271911533266
hotel_112,2023-05-05,mae,0.10137110650539398,0.085312905056136
hotel_126,2023-05-05,mae,0.024711956540901827,0.02635604838586763
hotel_133,2023-05-05,mae,0.048935562721180985,0.0529087291249626
hotel_14,2023-05-05,mae,0.20243312394361931,0.19050128520981
hotel_21,2023-05-05,mae,0.059089730262125606,0.06101265368322847
hotel_28,2023-05-05,mae,0.0018680217077157327,0.001320586498228035
hotel_35,2023-05-05,mae,0.12240344498838697,0.12285429665020534
hotel_42,2023-05-05,mae,0.2445369814347504,0.2597425116184063
hotel_49,2023-05-05,mae,0.10173290712306891,0.09334857852958696
hotel_56,2023-05-05,mae,0.10464479313010262,0.10540592627865927
hotel_63,2023-05-05,mae,0.13910177150415995,0.1412565493394458
hotel_7,2023-05-05,mae,0.09116401523004969,0.0961337951642516
hotel_70,2023-05-05,mae,0.09880009975125616,0.08960549180444918
hotel_77,2023-05-05,mae,0.001893444319388696,0.0014182503634531582
hotel_84,2023-05-05,mae,0.11594290854579672,0.11443815550854816
hotel_91,2023-05-05,mae,0.15095471123152712,0.10234726776472065
hotel_98,2023-05-05,mae,0.13286639569747832,0.14830213924226124
hotel_0,2023-01-13,rmse,0.2642935001988052,0.23115385648930095
hotel_105,2023-01-13,rmse,0.20069652131723084,0.2055839963843939
hotel_112,2023-01-13,rmse,0.1695571510286212,0.15344986901385313
hotel_126,2023-01-13,rmse,0.1598979136970962,0.15793290045600686
hotel_133,2023-01-13,rmse,0.16375184896864148,0.18770617884180485
hotel_14,2023-01-13,rmse,0.1104986785472234,0.10310962717363617
hotel_21,2023-01-13,rmse,0.043712826956619905,0.051002738170704935
hotel_28,2023-01-13,rmse,0.0027817157306593483,0.0015883919022906129
hotel_35,2023-01-13,rmse,0.08780595521594003,0.0867050961707594
hotel_42,2023-01-13,rmse,0.2664186250721589,0.2954433188739338
hotel_49,2023-01-13,rmse,0.06680781101816854,0.06922505242113446
hotel_56,2023-01-13,rmse,0.04493586788539684,0.047806283599734316
hotel_63,2023-01-13,rmse,0.22938848628135805,0.22658115266216644
hotel_7,2023-01-13,rmse,0.07270015528796682,0.06560457623068713
hotel_70,2023-01-13,rmse,0.078227235808661,0.057480033201573875
hotel_77,2023-01-13,rmse,0.0024634614158159257,0.0017017154828596068
hotel_84,2023-01-13,rmse,0.26804110768184647,0.28950020165521495
hotel_91,2023-01-13,rmse,0.1672388335488293,0.17207649545397383
hotel_98,2023-01-13,rmse,0.17181604243443582,0.14390466982404926
hotel_0,2023-02-10,rmse,0.12188248669139186,0.1426097720929677
hotel_105,2023-02-10,rmse,0.12610094829339485,0.11862127289610579
hotel_112,2023-02-10,rmse,0.11851624003826228,0.12732367368988606
hotel_126,2023-02-10,rmse,0.12570547584180636,0.13568687332897014
hotel_133,2023-02-10,rmse,0.1870141401190927,0.1842149815848839
hotel_14,2023-02-10,rmse,0.12088078338589327,0.13001383506266415
hotel_21,2023-02-10,rmse,0.02370154712370487,0.023824872827415137
hotel_28,2023-02-10,rmse,0.0024634614158159257,0.0017017154828596068
hotel_35,2023-02-10,rmse,0.22019479240060147,0.22859860969476184
hotel_42,2023-02-10,rmse,0.31756955905227113,0.31477227586644363
hotel_49,2023-02-10,rmse,0.149128153117428,0.14381119155163832
hotel_56,2023-02-10,rmse,0.04659875861408029,0.0489902095571301
hotel_63,2023-02-10,rmse,0.2123803828414316,0.20522016985016467
hotel_7,2023-02-10,rmse,0.09037986179440848,0.10539813169324937
hotel_70,2023-02-10,rmse,0.09609296783633736,0.08880631232875011
hotel_77,2023-02-10,rmse,0.0024634614158159257,0.0017017154828596068
hotel_84,2023-02-10,rmse,0.2811473701748086,0.26750588923335794
hotel_91,2023-02-10,rmse,0.15478623828543245,0.16027261828781156
hotel_98,2023-02-10,rmse,0.2546127986560282,0.26053850975835896
hotel_0,2023-03-10,rmse,0.12317117021091002,0.12157049101889751
hotel_105,2023-03-10,rmse,0.13231022256560307,0.1469981524058664
hotel_112,2023-03-10,rmse,0.10556624562647146,0.10619124827594842
hotel_126,2023-03-10,rmse,0.048070928200949034,0.058027794228917864
hotel_133,2023-03-10,rmse,0.16529847872237352,0.16441773004152288
hotel_14,2023-03-10,rmse,0.13320388346978185,0.1211732966222158
hotel_21,2023-03-10,rmse,0.022351294146206954,0.022837653075332323
hotel_28,2023-03-10,rmse,0.003951642672760567,0.004127029270148668
hotel_35,2023-03-10,rmse,0.13058910801096,0.13824820365373375
hotel_42,2023-03-10,rmse,0.2660782350554113,0.270351648832461
hotel_49,2023-03-10,rmse,0.028071543527454564,0.014940590113762545
hotel_56,2023-03-10,rmse,0.02837207219746948,0.02924252628562477
hotel_63,2023-03-10,rmse,0.15184588891713818,0.14662020501704784
hotel_7,2023-03-10,rmse,0.2004232586342151,0.19743105670646993
hotel_70,2023-03-10,rmse,0.06827744142206044,0.06030302644975373
hotel_77,2023-03-10,rmse,0.0024634614158159257,0.0017017154828596068
hotel_84,2023-03-10,rmse,0.15156347102065146,0.15058485716467696
hotel_91,2023-03-10,rmse,0.1789341547936464,0.1712885315418772
hotel_98,2023-03-10,rmse,0.13714979050998352,0.12106294672533048
hotel_0,2023-04-07,rmse,0.31395331763551887,0.3201183823032462
hotel_105,2023-04-07,rmse,0.10267471177659308,0.1084766041029157
hotel_112,2023-04-07,rmse,0.09000593138337463,0.09091410061954021
hotel_126,2023-04-07,rmse,0.050292435306372195,0.051542736604429026
hotel_133,2023-04-07,rmse,0.11482298565409507,0.1150146379420371
hotel_14,2023-04-07,rmse,0.08492534866951133,0.09650694336257774
hotel_21,2023-04-07,rmse,0.05423943757882817,0.05259732881926103
hotel_28,2023-04-07,rmse,0.002525572115129714,0.0016733841506587387
hotel_35,2023-04-07,rmse,0.1328604198314965,0.12800932729025372
hotel_42,2023-04-07,rmse,0.25492461496769103,0.2489022913261366
hotel_49,2023-04-07,rmse,0.13855826512852137,0.12946071448790689
hotel_56,2023-04-07,rmse,0.06920129943038442,0.07078985173784733
hotel_63,2023-04-07,rmse,0.1619072683514187,0.19150475006696677
hotel_7,2023-04-07,rmse,0.19618243287195497,0.18425081087161943
hotel_70,2023-04-07,rmse,0.09235179965155935,0.08997213993001825
hotel_77,2023-04-07,rmse,0.0024634614158159257,0.0017017154828596068
hotel_84,2023-04-07,rmse,0.14201786980414205,0.16869471903385208
hotel_91,2023-04-07,rmse,0.22429602215739763,0.25324891321953685
hotel_98,2023-04-07,rmse,0.13103891067108916,0.13679316434635824
hotel_0,2023-05-05,rmse,0.18289500928483177,0.2001951803530361
hotel_105,2023-05-05,rmse,0.12905963743766752,0.12560860233501367
hotel_112,2023-05-05,rmse,0.11254207501606965,0.09853293323361798
hotel_126,2023-05-05,rmse,0.04352591240400588,0.04510759924689611
hotel_133,2023-05-05,rmse,0.05961184472459062,0.06500342491301274
hotel_14,2023-05-05,rmse,0.23132362487665664,0.222749417981279
hotel_21,2023-05-05,rmse,0.08184556720970851,0.08144470384697136
hotel_28,2023-05-05,rmse,0.002395837300345927,0.001644758621247918
hotel_35,2023-05-05,rmse,0.1370350792836675,0.13813714200861335
hotel_42,2023-05-05,rmse,0.3076673304531256,0.3257142109164249
hotel_49,2023-05-05,rmse,0.12754597922177,0.11620751685182223
hotel_56,2023-05-05,rmse,0.14233610550001136,0.1448007539614385
hotel_63,2023-05-05,rmse,0.17316465391914274,0.16786318370633133
hotel_7,2023-05-05,rmse,0.10694274923419009,0.11441664819399193
hotel_70,2023-05-05,rmse,0.12050550931180018,0.10889368899117217
hotel_77,2023-05-05,rmse,0.0024634614158159257,0.0017017154828596068
hotel_84,2023-05-05,rmse,0.131761785496027,0.1324689144923616
hotel_91,2023-05-05,rmse,0.17079822866042838,0.13113732830050687
hotel_98,2023-05-05,rmse,0.1473895036666784,0.16046811707215305
hotel_0,2023-01-13,mape,0.26350846826909036,0.21694239656350964
hotel_105,2023-01-13,mape,0.330452108016817,0.3349239533230121
hotel_112,2023-01-13,mape,0.17296345385103493,0.15408832724566587
hotel_126,2023-01-13,mape,0.18643593670777087,0.186214225304008
hotel_133,2023-01-13,mape,0.1854527060569468,0.2131007116178464
hotel_14,2023-01-13,mape,0.12054806649350373,0.10920323176092928
hotel_21,2023-01-13,mape,0.041040065712336836,0.04469106540006708
hotel_28,2023-01-13,mape,,
hotel_35,2023-01-13,mape,0.1895365392831885,0.17549682821934778
hotel_42,2023-01-13,mape,0.7508610774454512,0.8425168475365689
hotel_49,2023-01-13,mape,0.05731287571124655,0.05794173107756486
hotel_56,2023-01-13,mape,0.03516839881482585,0.04338176552010313
hotel_63,2023-01-13,mape,0.4020152494622614,0.4042187163310623
hotel_7,2023-01-13,mape,0.14296098781404204,0.1230378657612845
hotel_70,2023-01-13,mape,0.2133512861173502,0.16034118700351435
hotel_77,2023-01-13,mape,,
hotel_84,2023-01-13,mape,10.51824329536892,16.0698282057862
hotel_91,2023-01-13,mape,0.17551403425312637,0.19221619068801274
hotel_98,2023-01-13,mape,1.133230506700674,0.972516139720543
hotel_0,2023-02-10,mape,0.12691166606788298,0.13747547126647613
hotel_105,2023-02-10,mape,0.1286039030572321,0.12852805474695914
hotel_112,2023-02-10,mape,0.11920697475239475,0.12877895113394416
hotel_126,2023-02-10,mape,0.13368455017108108,0.14360331966081344
hotel_133,2023-02-10,mape,0.2412883371645492,0.2439691652711181
hotel_14,2023-02-10,mape,0.12573544112605953,0.1379268092587467
hotel_21,2023-02-10,mape,0.019265065337197,0.019378767847962042
hotel_28,2023-02-10,mape,,
hotel_35,2023-02-10,mape,0.2616265705010627,0.27625885155631263
hotel_42,2023-02-10,mape,0.39277898641942915,0.3789825246635706
hotel_49,2023-02-10,mape,0.17581850783723926,0.1690911019889628
hotel_56,2023-02-10,mape,0.03822486623883741,0.04096940558070544
hotel_63,2023-02-10,mape,0.31281553152284275,0.29504962298808685
hotel_7,2023-02-10,mape,0.13555937557426126,0.15911847886094926
hotel_70,2023-02-10,mape,0.19996724148474648,0.18615564337970897
hotel_77,2023-02-10,mape,,
hotel_84,2023-02-10,mape,0.3559000893673222,0.3624024922302767
hotel_91,2023-02-10,mape,0.1719431341989503,0.17461645777784196
hotel_98,2023-02-10,mape,0.5109639552075064,0.5321421545908166
hotel_0,2023-03-10,mape,0.12333290547624455,0.1251487882269572
hotel_105,2023-03-10,mape,0.14212583442074087,0.13888557661862033
hotel_112,2023-03-10,mape,0.1083234860332372,0.10773736960922096
hotel_126,2023-03-10,mape,0.03930225338915223,0.04509182237905484
hotel_133,2023-03-10,mape,0.15880770947594697,0.1560769179777149
hotel_14,2023-03-10,mape,0.16739312744491266,0.14690241811569416
hotel_21,2023-03-10,mape,0.01864963889251759,0.018800522526993286
hotel_28,2023-03-10,mape,0.8082931898534298,1.0374376587569714
hotel_35,2023-03-10,mape,0.16666905973895116,0.17714914631364434
hotel_42,2023-03-10,mape,0.4724329976670309,0.41741539639499886
hotel_49,2023-03-10,mape,0.027642594123841933,0.014767140881598332
hotel_56,2023-03-10,mape,0.02254944553299394,0.022905110308576622
hotel_63,2023-03-10,mape,0.17842470882313685,0.16746754386078885
hotel_7,2023-03-10,mape,0.5862390873113392,0.581426255078706
hotel_70,2023-03-10,mape,0.16830818250632948,0.14070953191551527
hotel_77,2023-03-10,mape,,
hotel_84,2023-03-10,mape,0.19961501798878864,0.20338470359562738
hotel_91,2023-03-10,mape,0.1805655557081585,0.16907588706917473
hotel_98,2023-03-10,mape,0.6389801703263732,0.556829344638509
hotel_0,2023-04-07,mape,0.5443101151630754,0.5527533276865867
hotel_105,2023-04-07,mape,0.11592950649816809,0.1227292454452353
hotel_112,2023-04-07,mape,0.09481420992201214,0.09781342173484901
hotel_126,2023-04-07,mape,0.03546100479476155,0.033475602561537164
hotel_133,2023-04-07,mape,0.11619948758566202,0.11390095443857837
hotel_14,2023-04-07,mape,0.08797239005369294,0.10436831019186679
hotel_21,2023-04-07,mape,0.037717604106235744,0.03741733934304061
hotel_28,2023-04-07,mape,,
hotel_35,2023-04-07,mape,0.14643622340076412,0.14957587173525125
hotel_42,2023-04-07,mape,0.43167219277072916,0.44882855289147106
hotel_49,2023-04-07,mape,0.16917954346242586,0.1532172955984054
hotel_56,2023-04-07,mape,0.04256567811356147,0.04715427368483802
hotel_63,2023-04-07,mape,0.23882272389069178,0.28246480232143256
hotel_7,2023-04-07,mape,0.32666884130927926,0.34736055472990846
hotel_70,2023-04-07,mape,0.2807731510130194,0.26572703375475415
hotel_77,2023-04-07,mape,,
hotel_84,2023-04-07,mape,0.16698089704266827,0.18432041305552177
hotel_91,2023-04-07,mape,0.3310391882559217,0.37551564572908946
hotel_98,2023-04-07,mape,0.31135054735828777,0.49327212859494696
hotel_0,2023-05-05,mape,0.2908965317330262,0.33407388257735526
hotel_105,2023-05-05,mape,0.12165134403747814,0.11949551396876748
hotel_112,2023-05-05,mape,0.11032169635942692,0.09418121631116054
hotel_126,2023-05-05,mape,0.02688465699513212,0.028570547576531765
hotel_133,2023-05-05,mape,0.055620136680811574,0.05993480486905124
hotel_14,2023-05-05,mape,0.3786002265574511,0.3608484705716462
hotel_21,2023-05-05,mape,0.06880542098801051,0.07053984676511774
hotel_28,2023-05-05,mape,,
hotel_35,2023-05-05,mape,0.1981662150918824,0.19979027905506683
hotel_42,2023-05-05,mape,0.6118663068111827,0.6454634443824584
hotel_49,2023-05-05,mape,0.18504599031460314,0.16950792193744216
hotel_56,2023-05-05,mape,0.13936844991937997,0.14060001462043423
hotel_63,2023-05-05,mape,0.18497272951769061,0.19447409667687476
hotel_7,2023-05-05,mape,0.17188318162789193,0.18596956359860098
hotel_70,2023-05-05,mape,0.232019146086182,0.21020517466360042
hotel_77,2023-05-05,mape,,
hotel_84,2023-05-05,mape,0.13908668335620405,0.1351357992858919
hotel_91,2023-05-05,mape,0.16021896752231848,0.11366945581046116
hotel_98,2023-05-05,mape,0.9668159061732042,1.1311671910805638
